mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__scale_pos_weight,param_model__max_depth,param_model__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
5.4835465749104815,4.445880827412517,0.06682896614074707,0.005543074277460288,0.8,1.0,7,0.05,"{'model__subsample': 0.8, 'model__scale_pos_weight': 1.0, 'model__max_depth': 7, 'model__learning_rate': 0.05}",0.9811024838109599,0.982198913914128,0.9815410717411903,0.9816141564887594,0.00045058907963443413,1,0.9953262917341279,0.9953229217854372,0.995373728791029,0.9953409807701981,2.319718071668612e-05
4.319209496180217,4.758402203752682,0.07821138699849446,0.023702354799847804,0.8,1.0,5,0.1,"{'model__subsample': 0.8, 'model__scale_pos_weight': 1.0, 'model__max_depth': 5, 'model__learning_rate': 0.1}",0.9805815702096041,0.981864958975763,0.9815420241617648,0.9813295177823772,0.0005450632392887894,2,0.9949743320214901,0.995246937919561,0.9948677391585107,0.995029669699854,0.00015967596162341655
9.411800940831503,12.008857857678363,0.05883455276489258,0.007846349012302118,0.8,1.0,3,0.05,"{'model__subsample': 0.8, 'model__scale_pos_weight': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05}",0.9771670450418042,0.9777666670789985,0.9778501441761737,0.9775946187656589,0.00030425490786111794,4,0.9806007694290433,0.9802996900006582,0.9802904463238796,0.9803969685845271,0.00014415836097673643
8.768395264943441,10.845679261678104,0.06618730227152507,0.010545725549800086,0.8,1.051001572434539,5,0.1,"{'model__subsample': 0.8, 'model__scale_pos_weight': 1.051001572434539, 'model__max_depth': 5, 'model__learning_rate': 0.1}",0.9807630299349464,0.981540566331067,0.9811672400357635,0.9811569454339256,0.00031751136036718025,3,0.9950374942275435,0.9951405172587044,0.9947832055282883,0.9949870723381787,0.0001501658935279901
