threshold,n,accuracy,precision,recall,f1,roc_auc,pr_auc,fpr,fnr,tn,fp,fn,tp
0.7100000000000001,20163,0.8920299558597431,0.9042789223454833,0.8707019328585961,0.8871728427053641,0.9684263368585021,0.9611430993606485,0.08768024774992741,0.12929806714140388,9427,906,1271,8559
0.72,20163,0.8904428904428905,0.9093350521001181,0.8611393692777213,0.8845812215894248,0.9684263368585021,0.9611430993606485,0.08168005419529663,0.13886063072227875,9489,844,1365,8465
0.73,20163,0.8870207806378019,0.9130387223802231,0.8491353001017294,0.8799283154121864,0.9684263368585021,0.9611430993606485,0.07693796574083035,0.1508646998982706,9538,795,1483,8347
0.74,20163,0.884342607746863,0.9177624247827056,0.8378433367243133,0.8759838332269729,0.9684263368585021,0.9611430993606485,0.0714216587631859,0.16215666327568667,9595,738,1594,8236
0.75,20163,0.8802757526161782,0.9222272830790252,0.8239064089521871,0.8702987320008596,0.9684263368585021,0.9611430993606485,0.066098906416336,0.17609359104781283,9650,683,1731,8099
0.76,20163,0.87596091851411,0.9266503667481663,0.8096642929806714,0.8642162983875347,0.9684263368585021,0.9611430993606485,0.06096970870028066,0.1903357070193286,9703,630,1871,7959
0.77,20163,0.8706045727322324,0.9315166726425242,0.7928789420142421,0.8566247183601693,0.9684263368585021,0.9611430993606485,0.055453401722636214,0.2071210579857579,9760,573,2036,7794
0.78,20163,0.8645538858304815,0.9355749171677507,0.7755849440488302,0.8481005617665054,0.9684263368585021,0.9611430993606485,0.05080809058356721,0.2244150559511699,9808,525,2206,7624
0.79,20163,0.8575608788374746,0.9407144666835572,0.755442522889115,0.8379598284811555,0.9684263368585021,0.9611430993606485,0.04529178360592277,0.24455747711088505,9865,468,2404,7426
0.8,20163,0.8506670634330209,0.9445820837136524,0.7369277721261445,0.8279330247442711,0.9684263368585021,0.9611430993606485,0.041130359043840124,0.26307222787385554,9908,425,2586,7244
0.81,20163,0.842830927937311,0.9501283957291526,0.7151576805696847,0.8160659353415752,0.9684263368585021,0.9611430993606485,0.03571082938159295,0.28484231943031535,9964,369,2800,7030
0.8200000000000001,20163,0.8344492387045579,0.9541130386121992,0.6937945066124109,0.8033926257509718,0.9684263368585021,0.9611430993606485,0.03174295945030485,0.306205493387589,10005,328,3010,6820
0.8300000000000001,20163,0.824083717700739,0.9585461976353817,0.6680569684638861,0.7873628679335771,0.9684263368585021,0.9611430993606485,0.02748475757282493,0.33194303153611393,10049,284,3263,6567
0.8400000000000001,20163,0.8144125378167931,0.9640243902439024,0.6433367243133266,0.7716900549115314,0.9684263368585021,0.9611430993606485,0.022839446433755926,0.35666327568667344,10097,236,3506,6324
0.85,20163,0.8052373158756138,0.968715261235509,0.6205493387589013,0.7564953184101196,0.9684263368585021,0.9611430993606485,0.019065131133262362,0.37945066124109866,10136,197,3730,6100
0.86,20163,0.7932847294549422,0.9708915502328676,0.593794506612411,0.736901906324959,0.9684263368585021,0.9611430993606485,0.016936030194522403,0.406205493387589,10158,175,3993,5837
0.87,20163,0.7806378019143977,0.9742150499912297,0.5650050864699898,0.7152147318266693,0.9684263368585021,0.9611430993606485,0.01422626536339882,0.4349949135300102,10186,147,4276,5554
0.88,20163,0.7630312949461886,0.9767836919592299,0.5264496439471007,0.6841618191433104,0.9684263368585021,0.9611430993606485,0.011903609793864319,0.4735503560528993,10210,123,4655,5175
0.89,20163,0.7496404304914943,0.9803133788670149,0.49643947100712105,0.6591031874662344,0.9684263368585021,0.9611430993606485,0.009484176908932546,0.503560528992879,10235,98,4950,4880
0.9,20163,0.7413083370530179,0.982232441471572,0.4780264496439471,0.6430819761872177,0.9684263368585021,0.9611430993606485,0.008226071808768025,0.5219735503560529,10248,85,5131,4699
0.91,20163,0.7342657342657343,0.9831460674157303,0.46286876907426244,0.6294093235578918,0.9684263368585021,0.9611430993606485,0.007548630600987129,0.5371312309257376,10255,78,5280,4550
0.92,20163,0.7284134305410901,0.9850713012477719,0.4497456765005087,0.6175443497695209,0.9684263368585021,0.9611430993606485,0.006484080131617149,0.5502543234994913,10266,67,5409,4421
0.93,20163,0.7218667856965729,0.9852873563218391,0.4360122075279756,0.6045133991537377,0.9684263368585021,0.9611430993606485,0.006193748185425336,0.5639877924720245,10269,64,5544,4286
0.9400000000000001,20163,0.7141298417894163,0.9863636363636363,0.4194303153611394,0.5885795860099928,0.9684263368585021,0.9611430993606485,0.0055163069776444406,0.5805696846388606,10276,57,5707,4123
0.9500000000000001,20163,0.703813916579874,0.9888494678155094,0.39694811800610375,0.5664924506387921,0.9684263368585021,0.9611430993606485,0.004258201877479919,0.6030518819938963,10289,44,5928,3902
0.9600000000000001,20163,0.6883400287655607,0.9900497512437811,0.3643947100712106,0.5327186198691255,0.9684263368585021,0.9611430993606485,0.0034839833543017515,0.6356052899287894,10297,36,6248,3582
0.97,20163,0.6679065615235829,0.9927672955974842,0.32115971515768055,0.48531898539584933,0.9684263368585021,0.9611430993606485,0.00222587825413723,0.6788402848423194,10310,23,6673,3157
0.98,20163,0.65878093537668,0.9933110367892977,0.3021363173957274,0.46333853354134164,0.9684263368585021,0.9611430993606485,0.0019355463079454177,0.6978636826042727,10313,20,6860,2970
0.99,20163,0.6383970639289788,0.9937767405678725,0.2599186164801628,0.4120635432626401,0.9684263368585021,0.9611430993606485,0.001548437046356334,0.7400813835198372,10317,16,7275,2555
