,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
144,0.73,0.913524,0.905729,0.964005,0.836376,0.895667,0.828511,16670,426,2232,11409,0.024918,0.163624,0.975082,30737,0.443797,0.385041,45066.0
145,0.735,0.912744,0.904753,0.964955,0.833663,0.894517,0.827176,16683,413,2269,11372,0.024158,0.166337,0.975842,30737,0.443797,0.383414,45793.0
146,0.74,0.912548,0.904407,0.966284,0.831977,0.894115,0.827003,16700,396,2292,11349,0.023163,0.168023,0.976837,30737,0.443797,0.382113,46236.0
147,0.745,0.91206,0.903768,0.967196,0.829998,0.89336,0.826223,16712,384,2319,11322,0.022461,0.170002,0.977539,30737,0.443797,0.380844,46764.0
148,0.75,0.911572,0.903129,0.968115,0.828018,0.892603,0.825449,16724,372,2346,11295,0.021759,0.171982,0.978241,30737,0.443797,0.379575,47292.0
149,0.755,0.911214,0.90263,0.969132,0.826259,0.892011,0.824936,16737,359,2370,11271,0.020999,0.173741,0.979001,30737,0.443797,0.378371,47759.0
150,0.76,0.910238,0.901486,0.969537,0.82362,0.890642,0.823177,16743,353,2406,11235,0.020648,0.17638,0.979352,30737,0.443797,0.377005,48473.0
151,0.765,0.910043,0.901162,0.97066,0.822154,0.890256,0.822993,16757,339,2426,11215,0.019829,0.177846,0.980171,30737,0.443797,0.375899,48859.0
152,0.77,0.909393,0.900363,0.971344,0.820028,0.889295,0.821892,16766,330,2455,11186,0.019303,0.179972,0.980697,30737,0.443797,0.374662,49430.0
153,0.775,0.908742,0.899563,0.972033,0.817902,0.888332,0.820796,16775,321,2484,11157,0.018776,0.182098,0.981224,30737,0.443797,0.373426,50001.0
154,0.78,0.908221,0.898887,0.972985,0.815849,0.887515,0.819989,16787,309,2512,11129,0.018074,0.184151,0.981926,30737,0.443797,0.372125,50549.0
155,0.785,0.907473,0.89797,0.97376,0.81343,0.886404,0.818735,16797,299,2545,11096,0.017489,0.18657,0.982511,30737,0.443797,0.370726,51199.0
156,0.79,0.90666,0.89701,0.974203,0.811158,0.885235,0.817306,16803,293,2576,11065,0.017139,0.188842,0.982861,30737,0.443797,0.369522,51813.0
157,0.795,0.906334,0.896539,0.975353,0.809398,0.88466,0.816906,16817,279,2600,11041,0.01632,0.190602,0.98368,30737,0.443797,0.368286,52279.0
158,0.8,0.905098,0.895102,0.975776,0.806173,0.882903,0.814701,16823,273,2644,10997,0.015969,0.193827,0.984031,30737,0.443797,0.366659,53153.0
