,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
97,0.495,0.951179,0.948816,0.965992,0.95731,0.961631,0.894603,17490,1110,1406,31529,0.059677,0.04269,0.940323,51535,0.63908,0.633337,29230.0
98,0.5,0.951295,0.949317,0.966999,0.956429,0.961685,0.894966,17525,1075,1435,31500,0.057796,0.043571,0.942204,51535,0.63908,0.632095,29775.0
99,0.505,0.951062,0.949392,0.967619,0.955397,0.961469,0.894566,17547,1053,1469,31466,0.056613,0.044603,0.943387,51535,0.63908,0.631008,30433.0
100,0.51,0.950752,0.949348,0.968093,0.954395,0.961195,0.893993,17564,1036,1502,31433,0.055699,0.045605,0.944301,51535,0.63908,0.630038,31076.0
101,0.515,0.950616,0.949546,0.968837,0.953393,0.961053,0.893818,17590,1010,1535,31400,0.054301,0.046607,0.945699,51535,0.63908,0.628893,31710.0
102,0.52,0.950616,0.94985,0.96959,0.952604,0.961022,0.893927,17616,984,1561,31374,0.052903,0.047396,0.947097,51535,0.63908,0.627884,32204.0
103,0.525,0.9505,0.94997,0.970108,0.951875,0.960905,0.893767,17634,966,1585,31350,0.051935,0.048125,0.948065,51535,0.63908,0.627069,32666.0
104,0.53,0.950577,0.950276,0.970723,0.951359,0.960943,0.894019,17655,945,1602,31333,0.050806,0.048641,0.949194,51535,0.63908,0.626332,32985.0
105,0.535,0.950403,0.950479,0.971563,0.950205,0.960765,0.893797,17684,916,1640,31295,0.049247,0.049795,0.950753,51535,0.63908,0.625032,33716.0
106,0.54,0.950325,0.950594,0.971999,0.949628,0.960683,0.893711,17699,901,1659,31276,0.048441,0.050372,0.951559,51535,0.63908,0.624372,34081.0
107,0.545,0.950112,0.950696,0.972665,0.948596,0.96048,0.893392,17722,878,1693,31242,0.047204,0.051404,0.952796,51535,0.63908,0.623266,34738.0
108,0.55,0.949995,0.950804,0.973161,0.947897,0.960363,0.893243,17739,861,1716,31219,0.04629,0.052103,0.95371,51535,0.63908,0.62249,35181.0
109,0.555,0.94984,0.950904,0.973715,0.947078,0.960212,0.893029,17758,842,1743,31192,0.045269,0.052922,0.954731,51535,0.63908,0.621597,35702.0
110,0.56,0.949743,0.951051,0.974274,0.946349,0.960108,0.892936,17777,823,1767,31168,0.044247,0.053651,0.955753,51535,0.63908,0.620763,36163.0
111,0.565,0.94951,0.951079,0.974799,0.945438,0.959894,0.892567,17795,805,1797,31138,0.04328,0.054562,0.95672,51535,0.63908,0.619831,36745.0
112,0.57,0.949762,0.951639,0.975732,0.944891,0.960064,0.893245,17826,774,1815,31120,0.041613,0.055109,0.958387,51535,0.63908,0.61888,37074.0
113,0.575,0.949297,0.951404,0.976042,0.943829,0.959665,0.892379,17837,763,1850,31085,0.041022,0.056171,0.958978,51535,0.63908,0.617988,37763.0
114,0.58,0.949064,0.95142,0.976542,0.942948,0.959451,0.892016,17854,746,1879,31056,0.040108,0.057052,0.959892,51535,0.63908,0.617095,38326.0
115,0.585,0.948811,0.951422,0.977043,0.942037,0.959221,0.891618,17871,729,1909,31026,0.039194,0.057963,0.960806,51535,0.63908,0.616183,38909.0
116,0.59,0.948714,0.951557,0.977581,0.941339,0.959118,0.891537,17889,711,1932,31003,0.038226,0.058661,0.961774,51535,0.63908,0.615388,39351.0
117,0.595,0.94885,0.95199,0.97843,0.940701,0.959195,0.891982,17917,683,1953,30982,0.03672,0.059299,0.96328,51535,0.63908,0.614437,39743.0
118,0.6,0.948656,0.952108,0.97912,0.939699,0.959005,0.891747,17940,660,1986,30949,0.035484,0.060301,0.964516,51535,0.63908,0.61335,40380.0
119,0.605,0.948404,0.952027,0.979415,0.939001,0.958782,0.891317,17950,650,2009,30926,0.034946,0.060999,0.965054,51535,0.63908,0.61271,40830.0
120,0.61,0.948385,0.95227,0.980083,0.938303,0.958738,0.891426,17972,628,2032,30903,0.033763,0.061697,0.966237,51535,0.63908,0.611837,41268.0
121,0.615,0.948094,0.952159,0.980378,0.937544,0.958483,0.890924,17982,618,2057,30878,0.033226,0.062456,0.966774,51535,0.63908,0.611157,41758.0
122,0.62,0.947977,0.952267,0.980894,0.936845,0.958364,0.890814,17999,601,2080,30855,0.032312,0.063155,0.967688,51535,0.63908,0.610381,42201.0
123,0.625,0.947705,0.952265,0.981437,0.935874,0.958114,0.890411,18017,583,2112,30823,0.031344,0.064126,0.968656,51535,0.63908,0.609411,42823.0
124,0.63,0.947376,0.952135,0.981764,0.935024,0.957824,0.889848,18028,572,2140,30795,0.030753,0.064976,0.969247,51535,0.63908,0.608654,43372.0
125,0.635,0.94724,0.952193,0.982191,0.934386,0.957692,0.889687,18042,558,2161,30774,0.03,0.065614,0.97,51535,0.63908,0.607975,43778.0
126,0.64,0.947026,0.952225,0.982708,0.933536,0.957491,0.889399,18059,541,2189,30746,0.029086,0.066464,0.970914,51535,0.63908,0.607102,44321.0
127,0.645,0.946755,0.952153,0.983071,0.932746,0.957248,0.888964,18071,529,2215,30720,0.028441,0.067254,0.971559,51535,0.63908,0.606365,44829.0
128,0.65,0.946522,0.952205,0.983684,0.931775,0.957026,0.888668,18091,509,2247,30688,0.027366,0.068225,0.972634,51535,0.63908,0.605356,45449.0
129,0.655,0.946328,0.952181,0.984021,0.931137,0.956849,0.88838,18102,498,2268,30667,0.026774,0.068863,0.973226,51535,0.63908,0.604735,45858.0
130,0.66,0.945998,0.952052,0.984354,0.930287,0.956557,0.887833,18113,487,2296,30639,0.026183,0.069713,0.973817,51535,0.63908,0.603978,46407.0
131,0.665,0.945765,0.951952,0.984566,0.92971,0.956352,0.887442,18120,480,2315,30620,0.025806,0.07029,0.974194,51535,0.63908,0.603473,46780.0
132,0.67,0.94561,0.951971,0.984936,0.929103,0.956205,0.887242,18132,468,2335,30600,0.025161,0.070897,0.974839,51535,0.63908,0.602852,47168.0
133,0.675,0.945105,0.951658,0.985142,0.928101,0.955771,0.886333,18139,461,2368,30567,0.024785,0.071899,0.975215,51535,0.63908,0.602076,47821.0
134,0.68,0.944775,0.951529,0.985479,0.927251,0.955478,0.885795,18150,450,2396,30539,0.024194,0.072749,0.975806,51535,0.63908,0.601319,48370.0
