,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
138,0.7,0.933393,0.932948,0.945954,0.915592,0.930525,0.867016,9848,515,831,9014,0.049696,0.084408,0.950304,20208,0.487183,0.471546,17135.0
139,0.705,0.932601,0.932128,0.946145,0.913662,0.92962,0.865483,9851,512,850,8995,0.049407,0.086338,0.950593,20208,0.487183,0.470457,17512.0
140,0.71,0.931958,0.931457,0.946447,0.911935,0.928871,0.864249,9855,508,867,8978,0.049021,0.088065,0.950979,20208,0.487183,0.469418,17848.0
141,0.715,0.931908,0.931381,0.947385,0.910818,0.928742,0.864209,9865,498,878,8967,0.048056,0.089182,0.951944,20208,0.487183,0.468379,18058.0
142,0.72,0.931809,0.931257,0.948227,0.9097,0.928564,0.86407,9874,489,889,8956,0.047187,0.0903,0.952813,20208,0.487183,0.467389,18269.0
143,0.725,0.931661,0.931084,0.948971,0.908583,0.928338,0.863832,9882,481,900,8945,0.046415,0.091417,0.953585,20208,0.487183,0.466449,18481.0
144,0.73,0.93176,0.931147,0.950415,0.907263,0.928338,0.864124,9897,466,913,8932,0.044968,0.092737,0.955032,20208,0.487183,0.465063,18726.0
145,0.735,0.931562,0.930924,0.951162,0.906044,0.928055,0.863797,9905,458,925,8920,0.044196,0.093956,0.955804,20208,0.487183,0.464074,18958.0
146,0.74,0.930918,0.930254,0.95148,0.904317,0.927299,0.862585,9909,454,942,8903,0.04381,0.095683,0.95619,20208,0.487183,0.463034,19294.0
147,0.745,0.930325,0.929621,0.952289,0.902184,0.92656,0.861511,9918,445,963,8882,0.042941,0.097816,0.957059,20208,0.487183,0.46155,19705.0
148,0.75,0.930424,0.9297,0.953174,0.901473,0.926603,0.861776,9927,436,970,8875,0.042073,0.098527,0.957927,20208,0.487183,0.460758,19836.0
149,0.755,0.930226,0.929482,0.953739,0.900457,0.926332,0.861447,9933,430,980,8865,0.041494,0.099543,0.958506,20208,0.487183,0.459966,20030.0
150,0.76,0.929879,0.929111,0.954291,0.899137,0.925893,0.860835,9939,424,993,8852,0.040915,0.100863,0.959085,20208,0.487183,0.459026,20284.0
151,0.765,0.92983,0.92903,0.955464,0.897816,0.925744,0.860851,9951,412,1006,8839,0.039757,0.102184,0.960243,20208,0.487183,0.457789,20532.0
152,0.77,0.92978,0.928956,0.956347,0.8968,0.925617,0.860842,9960,403,1016,8829,0.038888,0.1032,0.961112,20208,0.487183,0.456849,20723.0
153,0.775,0.929186,0.928334,0.956786,0.895074,0.924902,0.859758,9965,398,1033,8812,0.038406,0.104926,0.961594,20208,0.487183,0.45576,21058.0
154,0.78,0.92884,0.927958,0.957549,0.89355,0.924443,0.859181,9973,390,1048,8797,0.037634,0.10645,0.962366,20208,0.487183,0.454622,21350.0
