,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
17,0.095,0.951496,0.925816,0.936,0.9969,0.965491,0.889154,9573,1627,74,23795,0.145268,0.0031,0.854732,35069,0.68063,0.724914,3107.0
18,0.1,0.951895,0.926536,0.936654,0.996732,0.965759,0.890028,9591,1609,78,23791,0.143661,0.003268,0.856339,35069,0.68063,0.724286,3169.0
19,0.105,0.952465,0.927571,0.937599,0.996481,0.966143,0.891277,9617,1583,84,23785,0.141339,0.003519,0.858661,35069,0.68063,0.723374,3263.0
20,0.11,0.952893,0.928288,0.938222,0.996397,0.966435,0.892233,9634,1566,86,23783,0.139821,0.003603,0.860179,35069,0.68063,0.722832,3286.0
21,0.115,0.953406,0.929139,0.938958,0.996313,0.966786,0.893383,9654,1546,88,23781,0.138036,0.003687,0.861964,35069,0.68063,0.722205,3306.0
22,0.12,0.953691,0.929633,0.939399,0.996229,0.96698,0.894017,9666,1534,90,23779,0.136964,0.003771,0.863036,35069,0.68063,0.721806,3334.0
23,0.125,0.953862,0.930043,0.93983,0.995978,0.96709,0.894364,9678,1522,96,23773,0.135893,0.004022,0.864107,35069,0.68063,0.721292,3442.0
24,0.13,0.954262,0.930739,0.940455,0.995852,0.967361,0.89525,9695,1505,99,23770,0.134375,0.004148,0.865625,35069,0.68063,0.720722,3485.0
25,0.135,0.954404,0.93108,0.940816,0.995643,0.967453,0.895541,9705,1495,104,23765,0.133482,0.004357,0.866518,35069,0.68063,0.720294,3575.0
26,0.14,0.954604,0.931559,0.941321,0.99535,0.967582,0.895949,9719,1481,111,23758,0.132232,0.00465,0.867768,35069,0.68063,0.719695,3701.0
27,0.145,0.954946,0.932189,0.941909,0.995182,0.967813,0.896702,9735,1465,115,23754,0.130804,0.004818,0.869196,35069,0.68063,0.719125,3765.0
28,0.15,0.955317,0.932864,0.942535,0.995014,0.968064,0.89752,9752,1448,119,23750,0.129286,0.004986,0.870714,35069,0.68063,0.718526,3828.0
29,0.155,0.955516,0.933248,0.942903,0.994889,0.968198,0.897956,9762,1438,122,23747,0.128393,0.005111,0.871607,35069,0.68063,0.718156,3878.0
30,0.16,0.955801,0.933789,0.943418,0.994721,0.968391,0.898582,9776,1424,126,23743,0.127143,0.005279,0.872857,35069,0.68063,0.717642,3944.0
31,0.165,0.956087,0.934283,0.943864,0.994637,0.968586,0.89922,9788,1412,128,23741,0.126071,0.005363,0.873929,35069,0.68063,0.717243,3972.0
32,0.17,0.956172,0.934512,0.944117,0.99447,0.96864,0.899391,9795,1405,132,23737,0.125446,0.00553,0.874554,35069,0.68063,0.716929,4045.0
33,0.175,0.956657,0.935294,0.944792,0.994428,0.968975,0.900491,9813,1387,133,23736,0.123839,0.005572,0.876161,35069,0.68063,0.716388,4047.0
34,0.18,0.956942,0.935788,0.945239,0.994344,0.96917,0.901129,9825,1375,135,23734,0.122768,0.005656,0.877232,35069,0.68063,0.715988,4075.0
35,0.185,0.957256,0.936374,0.945795,0.994177,0.969383,0.901823,9840,1360,139,23730,0.121429,0.005823,0.878571,35069,0.68063,0.715447,4140.0
36,0.19,0.957284,0.936656,0.946189,0.993758,0.96939,0.901834,9851,1349,149,23720,0.120446,0.006242,0.879554,35069,0.68063,0.714848,4329.0
37,0.195,0.957512,0.937131,0.946669,0.993548,0.969542,0.902329,9864,1336,154,23715,0.119286,0.006452,0.880714,35069,0.68063,0.714335,4416.0
38,0.2,0.957655,0.93752,0.947108,0.993255,0.969633,0.902619,9876,1324,161,23708,0.118214,0.006745,0.881786,35069,0.68063,0.713793,4544.0
39,0.205,0.957769,0.937865,0.947509,0.992962,0.969703,0.902846,9887,1313,168,23701,0.117232,0.007038,0.882768,35069,0.68063,0.71328,4673.0
40,0.21,0.957826,0.938144,0.947872,0.992626,0.969733,0.902938,9897,1303,176,23693,0.116339,0.007374,0.883661,35069,0.68063,0.712766,4823.0
41,0.215,0.958197,0.938771,0.948437,0.992543,0.969989,0.903777,9912,1288,178,23691,0.115,0.007457,0.885,35069,0.68063,0.712282,4848.0
42,0.22,0.958596,0.939515,0.949148,0.992333,0.970261,0.904668,9931,1269,183,23686,0.113304,0.007667,0.886696,35069,0.68063,0.711597,4929.0
43,0.225,0.958596,0.939775,0.949545,0.991872,0.970247,0.904621,9942,1258,194,23675,0.112321,0.008128,0.887679,35069,0.68063,0.71097,5138.0
44,0.23,0.958767,0.940162,0.949954,0.991663,0.97036,0.904992,9953,1247,199,23670,0.111339,0.008337,0.888661,35069,0.68063,0.710514,5227.0
45,0.235,0.959052,0.940727,0.950516,0.991453,0.970553,0.905626,9968,1232,204,23665,0.11,0.008547,0.89,35069,0.68063,0.709943,5312.0
46,0.24,0.959451,0.94147,0.951232,0.991244,0.970826,0.906522,9987,1213,209,23660,0.108304,0.008756,0.891696,35069,0.68063,0.709259,5393.0
47,0.245,0.959594,0.941836,0.951641,0.990993,0.970918,0.906827,9998,1202,215,23654,0.107321,0.009007,0.892679,35069,0.68063,0.708774,5502.0
48,0.25,0.959737,0.942201,0.952051,0.990741,0.971011,0.907133,10009,1191,221,23648,0.106339,0.009259,0.893661,35069,0.68063,0.708289,5611.0
49,0.255,0.959822,0.942406,0.952275,0.990615,0.971067,0.907319,10015,1185,224,23645,0.105804,0.009385,0.894196,35069,0.68063,0.708033,5665.0
50,0.26,0.959851,0.942569,0.952496,0.990406,0.971081,0.907367,10021,1179,229,23640,0.105268,0.009594,0.894732,35069,0.68063,0.707719,5759.0
51,0.265,0.96005,0.942976,0.952911,0.990238,0.971216,0.907813,10032,1168,233,23636,0.104286,0.009762,0.895714,35069,0.68063,0.707291,5828.0
52,0.27,0.960307,0.943497,0.95344,0.990029,0.97139,0.908387,10046,1154,238,23631,0.103036,0.009971,0.896964,35069,0.68063,0.70675,5914.0
53,0.275,0.960392,0.943749,0.953738,0.989819,0.971444,0.908568,10054,1146,243,23626,0.102321,0.010181,0.897679,35069,0.68063,0.706379,6006.0
54,0.28,0.960563,0.944159,0.954189,0.989568,0.971557,0.908944,10066,1134,249,23620,0.10125,0.010432,0.89875,35069,0.68063,0.705866,6114.0
55,0.285,0.960649,0.944435,0.954525,0.989317,0.97161,0.909124,10075,1125,255,23614,0.100446,0.010683,0.899554,35069,0.68063,0.705438,6225.0
56,0.29,0.960735,0.944664,0.954788,0.989149,0.971665,0.90931,10082,1118,259,23610,0.099821,0.010851,0.900179,35069,0.68063,0.705124,6298.0
57,0.295,0.960963,0.945116,0.955244,0.988982,0.97182,0.909826,10094,1106,263,23606,0.09875,0.011018,0.90125,35069,0.68063,0.704668,6366.0
58,0.3,0.961333,0.945744,0.955821,0.988898,0.972078,0.910675,10109,1091,265,23604,0.097411,0.011102,0.902589,35069,0.68063,0.704183,6391.0
