,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
49,0.255,0.889449,0.898376,0.811659,0.977788,0.887012,0.793608,14001,3095,303,13338,0.181036,0.022212,0.818964,30737,0.443797,0.534633,9155.0
50,0.26,0.890132,0.898842,0.813462,0.976321,0.887482,0.794323,14042,3054,323,13318,0.178638,0.023679,0.821362,30737,0.443797,0.532648,9514.0
51,0.265,0.891727,0.900171,0.816447,0.975295,0.88883,0.796719,14105,2991,337,13304,0.174953,0.024705,0.825047,30737,0.443797,0.530143,9731.0
52,0.27,0.892572,0.900828,0.818299,0.974269,0.889499,0.797862,14145,2951,351,13290,0.172613,0.025731,0.827387,30737,0.443797,0.528386,9971.0
53,0.275,0.893581,0.901668,0.82022,0.973609,0.890356,0.799392,14185,2911,360,13281,0.170274,0.026391,0.829726,30737,0.443797,0.526792,10111.0
54,0.28,0.894785,0.902661,0.822578,0.972729,0.891374,0.801205,14234,2862,372,13269,0.167408,0.027271,0.832592,30737,0.443797,0.524807,10302.0
55,0.285,0.895728,0.90342,0.824543,0.97185,0.892157,0.802583,14275,2821,384,13257,0.165009,0.02815,0.834991,30737,0.443797,0.523083,10501.0
56,0.29,0.896834,0.904326,0.826779,0.97097,0.893092,0.804249,14321,2775,396,13245,0.162319,0.02903,0.837681,30737,0.443797,0.521196,10695.0
57,0.295,0.89755,0.904843,0.828614,0.969724,0.893633,0.805159,14360,2736,413,13228,0.160037,0.030276,0.839963,30737,0.443797,0.519374,10996.0
58,0.3,0.898786,0.905821,0.83134,0.968404,0.894653,0.806963,14416,2680,431,13210,0.156762,0.031596,0.843238,30737,0.443797,0.516967,11300.0
59,0.305,0.899893,0.906741,0.833544,0.967671,0.895614,0.808702,14460,2636,441,13200,0.154188,0.032329,0.845812,30737,0.443797,0.51521,11456.0
60,0.31,0.901422,0.908035,0.836494,0.966865,0.896967,0.81117,14518,2578,452,13189,0.150796,0.033135,0.849204,30737,0.443797,0.512965,11618.0
61,0.315,0.902658,0.909042,0.839119,0.965838,0.89803,0.81309,14570,2526,466,13175,0.147754,0.034162,0.852246,30737,0.443797,0.510818,11846.0
62,0.32,0.903406,0.909611,0.840958,0.964812,0.898638,0.814167,14607,2489,480,13161,0.14559,0.035188,0.85441,30737,0.443797,0.509158,12089.0
63,0.325,0.904285,0.910327,0.842851,0.964079,0.899398,0.815548,14644,2452,490,13151,0.143425,0.035921,0.856575,30737,0.443797,0.507629,12252.0
64,0.33,0.905033,0.910859,0.844936,0.962686,0.899976,0.816562,14686,2410,509,13132,0.140969,0.037314,0.859031,30737,0.443797,0.505645,12590.0
65,0.335,0.906009,0.911595,0.847421,0.961293,0.900773,0.817993,14735,2361,528,13113,0.138102,0.038707,0.861898,30737,0.443797,0.503432,12921.0
66,0.34,0.906887,0.912281,0.849536,0.960267,0.901514,0.819341,14776,2320,542,13099,0.135704,0.039733,0.864296,30737,0.443797,0.501643,13160.0
67,0.345,0.907603,0.912806,0.851481,0.959094,0.902089,0.82038,14814,2282,558,13083,0.133482,0.040906,0.866518,30737,0.443797,0.499886,13442.0
68,0.35,0.908124,0.913133,0.853243,0.957701,0.902459,0.821036,14849,2247,577,13064,0.131434,0.042299,0.868566,30737,0.443797,0.498129,13787.0
69,0.355,0.909197,0.914002,0.855691,0.956748,0.903402,0.822781,14895,2201,590,13051,0.128744,0.043252,0.871256,30737,0.443797,0.49621,14001.0
70,0.36,0.910304,0.91493,0.858026,0.956088,0.904407,0.82465,14938,2158,599,13042,0.126228,0.043912,0.873772,30737,0.443797,0.494518,14138.0
71,0.365,0.910824,0.915279,0.859688,0.954915,0.904803,0.825377,14970,2126,615,13026,0.124357,0.045085,0.875643,30737,0.443797,0.492956,14426.0
72,0.37,0.911735,0.915995,0.86195,0.953889,0.905592,0.826846,15012,2084,629,13012,0.1219,0.046111,0.8781,30737,0.443797,0.491134,14664.0
