,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
177,0.895,0.9274,0.943587,0.993977,0.898781,0.943985,0.850232,11070,130,2416,21453,0.011607,0.101219,0.988393,35069,0.68063,0.615444,48450.0
178,0.9,0.926146,0.942807,0.99424,0.896686,0.942947,0.848082,11076,124,2466,21403,0.011071,0.103314,0.988929,35069,0.68063,0.613847,49444.0
179,0.905,0.924862,0.942125,0.994734,0.89434,0.941869,0.846006,11087,113,2522,21347,0.010089,0.10566,0.989911,35069,0.68063,0.611936,50553.0
180,0.91,0.923779,0.941519,0.995095,0.892413,0.940961,0.844237,11095,105,2568,21301,0.009375,0.107587,0.990625,35069,0.68063,0.610397,51465.0
181,0.915,0.922467,0.940769,0.995502,0.890109,0.93986,0.842095,11104,96,2623,21246,0.008571,0.109891,0.991429,35069,0.68063,0.608572,52556.0
182,0.92,0.920813,0.939719,0.995816,0.887385,0.938479,0.839314,11111,89,2688,21181,0.007946,0.112615,0.992054,35069,0.68063,0.606519,53849.0
183,0.925,0.919273,0.938754,0.996132,0.88483,0.937188,0.836754,11118,82,2749,21120,0.007321,0.11517,0.992679,35069,0.68063,0.60458,55062.0
184,0.93,0.917848,0.937896,0.996499,0.8824,0.935985,0.834437,11126,74,2807,21062,0.006607,0.1176,0.993393,35069,0.68063,0.602698,56214.0
185,0.935,0.916336,0.937047,0.997009,0.879718,0.934698,0.832063,11137,63,2871,20998,0.005625,0.120282,0.994375,35069,0.68063,0.600559,57483.0
186,0.94,0.914312,0.935607,0.997093,0.87666,0.933006,0.828588,11139,61,2944,20925,0.005446,0.12334,0.994554,35069,0.68063,0.59842,58941.0
187,0.945,0.912145,0.934062,0.997178,0.873392,0.931189,0.824888,11141,59,3022,20847,0.005268,0.126608,0.994732,35069,0.68063,0.596139,60499.0
188,0.95,0.910063,0.932628,0.997359,0.870166,0.929431,0.821414,11145,55,3099,20770,0.004911,0.129834,0.995089,35069,0.68063,0.593829,62035.0
189,0.955,0.907126,0.930565,0.997538,0.865684,0.926945,0.816509,11149,51,3206,20663,0.004554,0.134316,0.995446,35069,0.68063,0.590664,64171.0
190,0.96,0.904845,0.928984,0.997721,0.862164,0.925003,0.812757,11153,47,3290,20579,0.004196,0.137836,0.995804,35069,0.68063,0.588155,65847.0
191,0.965,0.901708,0.926727,0.997806,0.857472,0.922332,0.807544,11155,45,3402,20467,0.004018,0.142528,0.995982,35069,0.68063,0.584904,68085.0
192,0.97,0.898486,0.92455,0.998185,0.852403,0.919552,0.802414,11163,37,3523,20346,0.003304,0.147597,0.996696,35069,0.68063,0.581226,70497.0
193,0.975,0.894266,0.921544,0.998369,0.846035,0.915911,0.795586,11167,33,3675,20194,0.002946,0.153965,0.997054,35069,0.68063,0.576777,73533.0
194,0.98,0.889846,0.918439,0.998654,0.839289,0.912063,0.788583,11173,27,3836,20033,0.002411,0.160711,0.997589,35069,0.68063,0.572015,76747.0
195,0.985,0.8842,0.914363,0.998791,0.830868,0.907124,0.779621,11176,24,4037,19832,0.002143,0.169132,0.997857,35069,0.68063,0.566198,80764.0
196,0.99,0.875959,0.908427,0.999028,0.818551,0.89983,0.766807,11181,19,4331,19538,0.001696,0.181449,0.998304,35069,0.68063,0.557672,86639.0
